,EMP,EMP_S,EMPSZFI,EMPSZFI_TTL,ETH_GROUP,ETH_GROUP_TTL,FIRMPDEMP,FIRMPDEMP_S,GEO_ID,GEO_TTL,GEOTYPE,MSA,NAICS2012,NAICS2012_TTL,PAYANN,PAYANN_S,RACE_GROUP,RACE_GROUP_TTL,RCPPDEMP,RCPPDEMP_S,RCPSZFI,RCPSZFI_TTL,SEX,SEX_TTL,ST,VET_GROUP,VET_GROUP_TTL,YEAR,YIBSZFI,YIBSZFI_TTL,us
109,246628,9.9,001,All firms,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",11719,8.2,0100000US,United States,01,00000,00,Total for all sectors,13846229,20.3,00,All firms,134991437,41.8,001,All firms,001,All firms,00,001,All firms,2014,311,Firms with less than 2 years in business,00
110,497069,7.3,001,All firms,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",18291,5.5,0100000US,United States,01,00000,00,Total for all sectors,27699299,5.9,00,All firms,112623681,5.4,001,All firms,001,All firms,00,001,All firms,2014,318,Firms with 2 to 3 years in business,00
111,514615,8.5,001,All firms,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",17599,2.7,0100000US,United States,01,00000,00,Total for all sectors,25733694,9.7,00,All firms,90513057,7.2,001,All firms,001,All firms,00,001,All firms,2014,319,Firms with 4 to 5 years in business,00
112,1346598,5.0,001,All firms,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",38384,1.9,0100000US,United States,01,00000,00,Total for all sectors,74844214,6.7,00,All firms,352674056,7.2,001,All firms,001,All firms,00,001,All firms,2014,321,Firms with 6 to 10 years in business,00
113,7947869,3.2,001,All firms,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",152572,0.9,0100000US,United States,01,00000,00,Total for all sectors,387803479,4.1,00,All firms,1736385615,4.0,001,All firms,001,All firms,00,001,All firms,2014,322,Firms with 11 to 15 years in business,00
114,49406321,0.6,001,All firms,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",33412,1.6,0100000US,United States,01,00000,00,Total for all sectors,2927631890,0.6,00,All firms,19500039383,1.2,001,All firms,001,All firms,00,001,All firms,2014,323,Firms with 16 or more years in business,00
115,245342,10.5,001,All firms,001,All firms,106438,1.5,0100000US,United States,01,00000,00,Total for all sectors,8693390,8.1,00,All firms,500599,1.8,510,"Firms with sales/receipts of less than $10,000",001,All firms,00,001,All firms,2014,001,All firms,00
116,8509,22.0,001,All firms,001,All firms,8575,7.6,0100000US,United States,01,00000,00,Total for all sectors,293025,31.8,00,All firms,39416,10.1,510,"Firms with sales/receipts of less than $10,000",001,All firms,00,002,Veteran-owned,2014,001,All firms,00
117,3715,30.4,001,All firms,001,All firms,3358,9.4,0100000US,United States,01,00000,00,Total for all sectors,86124,42.9,00,All firms,15630,8.4,510,"Firms with sales/receipts of less than $10,000",001,All firms,00,003,Equally veteran-/nonveteran-owned,2014,001,All firms,00
118,135028,16.6,001,All firms,001,All firms,83584,1.7,0100000US,United States,01,00000,00,Total for all sectors,4724294,15.5,00,All firms,400629,1.6,510,"Firms with sales/receipts of less than $10,000",001,All firms,00,004,Nonveteran-owned,2014,001,All firms,00
119,147252,14.9,001,All firms,001,All firms,95517,1.6,0100000US,United States,01,00000,00,Total for all sectors,5103444,13.5,00,All firms,455676,1.8,510,"Firms with sales/receipts of less than $10,000",001,All firms,00,096,"All firms classifiable by gender, ethnicity, race, and veteran status",2014,001,All firms,00
120,98090,8.7,001,All firms,001,All firms,10921,2.9,0100000US,United States,01,00000,00,Total for all sectors,3589946,7.1,00,All firms,44923,3.8,510,"Firms with sales/receipts of less than $10,000",001,All firms,00,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",2014,001,All firms,00
121,6457,20.6,001,All firms,020,Hispanic,5115,8.4,0100000US,United States,01,00000,00,Total for all sectors,146571,36.4,00,All firms,24855,9.8,510,"Firms with sales/receipts of less than $10,000",001,All firms,00,001,All firms,2014,001,All firms,00
122,596,41.4,001,All firms,028,Equally Hispanic/non-Hispanic,871,27.7,0100000US,United States,01,00000,00,Total for all sectors,3830,78.6,00,All firms,5153,24.5,510,"Firms with sales/receipts of less than $10,000",001,All firms,00,001,All firms,2014,001,All firms,00
123,140200,15.2,001,All firms,029,Non-Hispanic,89532,1.8,0100000US,United States,01,00000,00,Total for all sectors,4953043,13.3,00,All firms,425668,2.0,510,"Firms with sales/receipts of less than $10,000",001,All firms,00,001,All firms,2014,001,All firms,00
124,147252,14.9,001,All firms,096,"All firms classifiable by gender, ethnicity, race, and veteran status",95517,1.6,0100000US,United States,01,00000,00,Total for all sectors,5103444,13.5,00,All firms,455676,1.8,510,"Firms with sales/receipts of less than $10,000",001,All firms,00,001,All firms,2014,001,All firms,00
125,98090,8.7,001,All firms,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",10921,2.9,0100000US,United States,01,00000,00,Total for all sectors,3589946,7.1,00,All firms,44923,3.8,510,"Firms with sales/receipts of less than $10,000",001,All firms,00,001,All firms,2014,001,All firms,00
126,568216,1.4,001,All firms,001,All firms,386293,0.7,0100000US,United States,01,00000,00,Total for all sectors,9330582,2.4,00,All firms,11517240,0.8,520,"Firms with sales/receipts of $10,000 to $49,999",001,All firms,00,001,All firms,2014,001,All firms,00
127,33424,5.4,001,All firms,001,All firms,31985,3.1,0100000US,United States,01,00000,00,Total for all sectors,479307,8.6,00,All firms,963501,2.7,520,"Firms with sales/receipts of $10,000 to $49,999",001,All firms,00,002,Veteran-owned,2014,001,All firms,00
128,13703,12.6,001,All firms,001,All firms,11381,6.1,0100000US,United States,01,00000,00,Total for all sectors,201197,47.6,00,All firms,333732,6.7,520,"Firms with sales/receipts of $10,000 to $49,999",001,All firms,00,003,Equally veteran-/nonveteran-owned,2014,001,All firms,00
129,375746,2.4,001,All firms,001,All firms,326250,0.7,0100000US,United States,01,00000,00,Total for all sectors,4731331,4.2,00,All firms,9737255,1.0,520,"Firms with sales/receipts of $10,000 to $49,999",001,All firms,00,004,Nonveteran-owned,2014,001,All firms,00
130,422873,2.1,001,All firms,001,All firms,369616,0.8,0100000US,United States,01,00000,00,Total for all sectors,5411835,3.5,00,All firms,11034489,0.9,520,"Firms with sales/receipts of $10,000 to $49,999",001,All firms,00,096,"All firms classifiable by gender, ethnicity, race, and veteran status",2014,001,All firms,00
131,145344,1.4,001,All firms,001,All firms,16677,3.3,0100000US,United States,01,00000,00,Total for all sectors,3918747,3.9,00,All firms,482752,3.7,520,"Firms with sales/receipts of $10,000 to $49,999",001,All firms,00,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",2014,001,All firms,00
132,26969,12.2,001,All firms,020,Hispanic,22529,5.5,0100000US,United States,01,00000,00,Total for all sectors,263609,16.6,00,All firms,668196,5.5,520,"Firms with sales/receipts of $10,000 to $49,999",001,All firms,00,001,All firms,2014,001,All firms,00
133,3151,18.6,001,All firms,028,Equally Hispanic/non-Hispanic,2651,13.3,0100000US,United States,01,00000,00,Total for all sectors,30278,35.8,00,All firms,78840,16.7,520,"Firms with sales/receipts of $10,000 to $49,999",001,All firms,00,001,All firms,2014,001,All firms,00
134,392753,1.7,001,All firms,029,Non-Hispanic,344436,0.7,0100000US,United States,01,00000,00,Total for all sectors,5117948,3.6,00,All firms,10287452,0.8,520,"Firms with sales/receipts of $10,000 to $49,999",001,All firms,00,001,All firms,2014,001,All firms,00
135,422873,2.1,001,All firms,096,"All firms classifiable by gender, ethnicity, race, and veteran status",369616,0.8,0100000US,United States,01,00000,00,Total for all sectors,5411835,3.5,00,All firms,11034489,0.9,520,"Firms with sales/receipts of $10,000 to $49,999",001,All firms,00,001,All firms,2014,001,All firms,00
136,145344,1.4,001,All firms,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",16677,3.3,0100000US,United States,01,00000,00,Total for all sectors,3918747,3.9,00,All firms,482752,3.7,520,"Firms with sales/receipts of $10,000 to $49,999",001,All firms,00,001,All firms,2014,001,All firms,00
137,860115,1.4,001,All firms,001,All firms,508679,0.3,0100000US,United States,01,00000,00,Total for all sectors,13332452,1.8,00,All firms,37630867,0.4,522,"Firms with sales/receipts of $50,000 to $99,999",001,All firms,00,001,All firms,2014,001,All firms,00
138,56478,5.8,001,All firms,001,All firms,41007,3.6,0100000US,United States,01,00000,00,Total for all sectors,907897,4.4,00,All firms,3025566,3.7,522,"Firms with sales/receipts of $50,000 to $99,999",001,All firms,00,002,Veteran-owned,2014,001,All firms,00
139,25041,8.7,001,All firms,001,All firms,15657,5.1,0100000US,United States,01,00000,00,Total for all sectors,316838,6.5,00,All firms,1157843,5.1,522,"Firms with sales/receipts of $50,000 to $99,999",001,All firms,00,003,Equally veteran-/nonveteran-owned,2014,001,All firms,00
140,679325,1.7,001,All firms,001,All firms,435040,0.5,0100000US,United States,01,00000,00,Total for all sectors,9616728,2.8,00,All firms,32203684,0.6,522,"Firms with sales/receipts of $50,000 to $99,999",001,All firms,00,004,Nonveteran-owned,2014,001,All firms,00
141,760844,1.5,001,All firms,001,All firms,491704,0.3,0100000US,United States,01,00000,00,Total for all sectors,10841464,2.4,00,All firms,36387094,0.4,522,"Firms with sales/receipts of $50,000 to $99,999",001,All firms,00,096,"All firms classifiable by gender, ethnicity, race, and veteran status",2014,001,All firms,00
142,99271,1.2,001,All firms,001,All firms,16975,2.5,0100000US,United States,01,00000,00,Total for all sectors,2490988,3.5,00,All firms,1243774,2.7,522,"Firms with sales/receipts of $50,000 to $99,999",001,All firms,00,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",2014,001,All firms,00
143,51348,5.7,001,All firms,020,Hispanic,33287,3.2,0100000US,United States,01,00000,00,Total for all sectors,623923,5.3,00,All firms,2445514,3.6,522,"Firms with sales/receipts of $50,000 to $99,999",001,All firms,00,001,All firms,2014,001,All firms,00
144,5725,18.1,001,All firms,028,Equally Hispanic/non-Hispanic,3570,13.8,0100000US,United States,01,00000,00,Total for all sectors,60240,16.8,00,All firms,260095,15.1,522,"Firms with sales/receipts of $50,000 to $99,999",001,All firms,00,001,All firms,2014,001,All firms,00
145,703770,1.8,001,All firms,029,Non-Hispanic,454847,0.5,0100000US,United States,01,00000,00,Total for all sectors,10157301,2.6,00,All firms,33681485,0.6,522,"Firms with sales/receipts of $50,000 to $99,999",001,All firms,00,001,All firms,2014,001,All firms,00
146,760844,1.5,001,All firms,096,"All firms classifiable by gender, ethnicity, race, and veteran status",491704,0.3,0100000US,United States,01,00000,00,Total for all sectors,10841464,2.4,00,All firms,36387094,0.4,522,"Firms with sales/receipts of $50,000 to $99,999",001,All firms,00,001,All firms,2014,001,All firms,00
147,99271,1.2,001,All firms,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",16975,2.5,0100000US,United States,01,00000,00,Total for all sectors,2490988,3.5,00,All firms,1243774,2.7,522,"Firms with sales/receipts of $50,000 to $99,999",001,All firms,00,001,All firms,2014,001,All firms,00
148,2651506,0.7,001,All firms,001,All firms,1114716,0.4,0100000US,United States,01,00000,00,Total for all sectors,54319596,0.7,00,All firms,187052822,0.4,523,"Firms with sales/receipts of $100,000 to $249,999",001,All firms,00,001,All firms,2014,001,All firms,00
149,186901,4.5,001,All firms,001,All firms,88031,1.7,0100000US,United States,01,00000,00,Total for all sectors,4204931,3.3,00,All firms,14845536,1.9,523,"Firms with sales/receipts of $100,000 to $249,999",001,All firms,00,002,Veteran-owned,2014,001,All firms,00
150,84016,4.2,001,All firms,001,All firms,33776,3.6,0100000US,United States,01,00000,00,Total for all sectors,1566073,2.8,00,All firms,5646184,3.7,523,"Firms with sales/receipts of $100,000 to $249,999",001,All firms,00,003,Equally veteran-/nonveteran-owned,2014,001,All firms,00
151,2172659,1.0,001,All firms,001,All firms,959446,0.4,0100000US,United States,01,00000,00,Total for all sectors,43428387,1.0,00,All firms,160993667,0.5,523,"Firms with sales/receipts of $100,000 to $249,999",001,All firms,00,004,Nonveteran-owned,2014,001,All firms,00
152,2443575,0.8,001,All firms,001,All firms,1081254,0.4,0100000US,United States,01,00000,00,Total for all sectors,49199391,0.8,00,All firms,181485387,0.4,523,"Firms with sales/receipts of $100,000 to $249,999",001,All firms,00,096,"All firms classifiable by gender, ethnicity, race, and veteran status",2014,001,All firms,00
153,207931,2.0,001,All firms,001,All firms,33462,0.9,0100000US,United States,01,00000,00,Total for all sectors,5120205,4.3,00,All firms,5567435,0.9,523,"Firms with sales/receipts of $100,000 to $249,999",001,All firms,00,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",2014,001,All firms,00
154,158717,3.0,001,All firms,020,Hispanic,69038,1.5,0100000US,United States,01,00000,00,Total for all sectors,2700743,2.6,00,All firms,11515740,1.7,523,"Firms with sales/receipts of $100,000 to $249,999",001,All firms,00,001,All firms,2014,001,All firms,00
155,23748,7.6,001,All firms,028,Equally Hispanic/non-Hispanic,9457,6.4,0100000US,United States,01,00000,00,Total for all sectors,448035,7.2,00,All firms,1573109,6.8,523,"Firms with sales/receipts of $100,000 to $249,999",001,All firms,00,001,All firms,2014,001,All firms,00
156,2261111,0.8,001,All firms,029,Non-Hispanic,1002758,0.4,0100000US,United States,01,00000,00,Total for all sectors,46050613,0.8,00,All firms,168396538,0.4,523,"Firms with sales/receipts of $100,000 to $249,999",001,All firms,00,001,All firms,2014,001,All firms,00
157,2443575,0.8,001,All firms,096,"All firms classifiable by gender, ethnicity, race, and veteran status",1081254,0.4,0100000US,United States,01,00000,00,Total for all sectors,49199391,0.8,00,All firms,181485387,0.4,523,"Firms with sales/receipts of $100,000 to $249,999",001,All firms,00,001,All firms,2014,001,All firms,00
158,207931,2.0,001,All firms,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",33462,0.9,0100000US,United States,01,00000,00,Total for all sectors,5120205,4.3,00,All firms,5567435,0.9,523,"Firms with sales/receipts of $100,000 to $249,999",001,All firms,00,001,All firms,2014,001,All firms,00
159,4275794,0.7,001,All firms,001,All firms,1040560,0.4,0100000US,United States,01,00000,00,Total for all sectors,105399719,0.5,00,All firms,374677529,0.3,525,"Firms with sales/receipts of $250,000 to $499,999",001,All firms,00,001,All firms,2014,001,All firms,00
160,299160,3.8,001,All firms,001,All firms,79009,2.0,0100000US,United States,01,00000,00,Total for all sectors,8144137,2.4,00,All firms,28386460,2.1,525,"Firms with sales/receipts of $250,000 to $499,999",001,All firms,00,002,Veteran-owned,2014,001,All firms,00
161,127859,5.1,001,All firms,001,All firms,31055,2.4,0100000US,United States,01,00000,00,Total for all sectors,2943571,3.1,00,All firms,11103229,2.3,525,"Firms with sales/receipts of $250,000 to $499,999",001,All firms,00,003,Equally veteran-/nonveteran-owned,2014,001,All firms,00
162,3596931,1.1,001,All firms,001,All firms,897371,0.5,0100000US,United States,01,00000,00,Total for all sectors,88250128,0.6,00,All firms,323168647,0.4,525,"Firms with sales/receipts of $250,000 to $499,999",001,All firms,00,004,Nonveteran-owned,2014,001,All firms,00
163,4023949,0.8,001,All firms,001,All firms,1007434,0.4,0100000US,United States,01,00000,00,Total for all sectors,99337835,0.6,00,All firms,362658335,0.4,525,"Firms with sales/receipts of $250,000 to $499,999",001,All firms,00,096,"All firms classifiable by gender, ethnicity, race, and veteran status",2014,001,All firms,00
164,251845,2.6,001,All firms,001,All firms,33125,3.1,0100000US,United States,01,00000,00,Total for all sectors,6061884,3.9,00,All firms,12019194,3.1,525,"Firms with sales/receipts of $250,000 to $499,999",001,All firms,00,098,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",2014,001,All firms,00
